Identifiant opération;Localisation station de mesure;Code station;X;Y;Identifiant point prélèvement;Date réalisation;Débit mesuré (m3/s);Débit station hydro (m3/s);Distance interpoint (m);Largeur plein bord évaluée (m);Largeur mouillée évaluée (m);Longueur réelle opération (m);Longueur théorique opération (m);Pente ligne d'eau (‰);Pente ligne d'eau évaluée;Decription habitat marginaux;Continuité ripisylve rive gauche;Continuité ripisylve rive droite;Nom réseau de mesure;Observations;Version protocole;Structure responsable;Cours d'eau;Nombre transect;D16 (mm);D50 (mm);D84 (mm);Indice Folk et Ward;Indice Fredle;Surface mouillée Q1 (m2);Largeur mouillée Q1 (m);Périmètre mouillé Q1 (m);Profondeur maximum Q1 (m);Profondeur moyenne Q1 (m);Rayon hydraulique Q1;Rapport largeur/Profondeur Q1;Coefficient rugosité;Surface mouillée Qb (m2);Largeur mouillée Qb (m);Périmètre mouillé Qb (m);Profondeur maximum Qb (m);Profondeur moyenne Qb (m);Rayon hydraulique Qb;Rapport largeur/Profondeur Qb;Force tractrice Qb  (N/m2);Débit plein bord (m3/s);Ecart type cote point;Coefficient variation cote point;Ecart type cote point en eau;Coefficient variation cote point en eau;Ecart type largeur mouillée Qb;Coefficient variation largeur mouillée Qb;Vitesse moyenne Qb (m/s);Ligne énergie Qb (m);Cote ligne énergie Qb;Nombre de Froude Qb;Puissance spécifique Qb (w/m2);Nombre de mouille;Profondeur moyenne des mouilles (m);Nombre de berge total;Nombre de berge artificialisée;Score ripisylve;Classe ripisylve;% fines;% graviers-cailloux;% blocs-rochers;Indice de Shannon granulo;Surface BV (km2);Proportion de roche imperméable BV;Code HER ou DOM dominant;Nom HER ou DOM dominant;Type DOM;Coefficient de sinuosité;Débit Q01 RHT (m3/s);Puissance Q01 RHT (w/m);Puissance spécifique Q01 RHT (w/m2);Station référence modèle;Résidu modèle Largeur mouillée Qb;Résidu modèle rapport largeur/profondeur Qb;Résidu modèle profondeur mouilles;Résidu modèle profondeur Qb;Résidu modèle pente ligne d'eau;Résidu modèle surface mouillée Qb;Résidu standardisé modèle largeur mouillée Qb;Résidu standardisé modèle rapport largeur/profondeur Qb;Résidu standardisé modèle profondeur mouilles;Résidu standardisé modèle profondeur Qb;Résidu standardisé modèle pente ligne d'eau;Résidu standardisé modèle surface mouillée Qb;IMG;Modèle référence IMG
2330;LE RUISSEAU DE BAHAN A LAPENTY 1;3271590;401957;6838532;169088;22/07/2016;0,063;NA;0,35;4,03;2,62;55,9;NA;4,28;NA;;4;4;0;2 sites pour le colmatage;2;AQUASCOP;Bahan;15;8;15;36;0,978;9,753;0,378;2,751;2,865;0,217;0,139;0,133;13,95;9,792;2,221;3,834;4,345;0,765;0,582;0,515;5,063;21,605;0,914;0,314;0,003;0,069;0,505;0,562;0,147;0,417;0,774;100,436;0,175;10,19;4;0,075;30;0;0,238;4;36,441;60,169;3,39;1,939;14,21;1;12;ARMORICAIN;0;1.005;1,835;77,046;20,093;0;-0,18;-0,132;-0,392;-0,06;-0,305;-0,153;-0,832;-0,479;-0,951;-0,297;-0,296;-0,49;3,345;ARMORICAIN
2369;L'ORNE A SAINT PHILBERT SUR ORNE 2;3235740;452145;6866086;169313;05/07/2016;2,349;NA;2,9;26,63;20,6;388,9;NA;2,46;NA;;5;3;1;2 sites pour le colmatage;2;AQUASCOP;Orne;15;37,84;87;147,32;0,999;46,285;5,889;16,959;17,063;0,513;0,346;0,344;34,153;16,386;37,17;23,13;24,079;2,024;1,61;1,545;11,47;37,294;40,378;0,817;0,008;0,14;0,397;2,963;0,128;1,101;2,087;101,115;0,277;42,778;4;0,095;30;0;0,866;4;3,226;70,968;25,806;1,754;1167,68;0,506;12;ARMORICAIN;0;0;45,509;1098,25;47,481;0;-0,216;0,004;-0,973;-0,231;1,475;-0,383;-0,998;0,016;-2,361;-1,152;1,433;-1,222;7,181;ARMORICAIN
2371;LA DRUANCE A PONTECOULANT 1;3241730;436661;6872390;169314;08/07/2016;0,225;NA;0,85;9,53;6,2;136,5;NA;3,2;NA;;4;4;0;2 sites pour le colmatage. un baton de colmatage casse.;2;AQUASCOP;Druance;15;24;72;132,16;1,267;29,627;2,168;7,406;7,591;0,491;0,289;0,281;19,315;4,279;8,871;10,457;11,153;1,217;0,852;0,796;8,827;25,003;1,845;0,459;0,005;0,21;0,715;2,082;0,199;0,217;1,22;100,516;0,076;5,734;4;0,184;30;0;0,238;1;17,333;61,333;21,333;2,087;113,87;1;12;ARMORICAIN;0;0;7,616;239,081;22,864;0;-0,042;0,102;0,12;-0,135;0,506;-0,207;-0,195;0,373;0,29;-0,673;0,492;-0,66;2,683;ARMORICAIN
2372;LA DRUANCE A PONTECOULANT 2;3241735;436758;6872139;169315;18/07/2016;0,109;NA;0,8;10,13;5,63;165,2;NA;4,47;NA;;4;4;0;"2 sites pour le colmatage
substrat A4 cassé";2;AQUASCOP;Druance;15;28;63;90,16;0,838;36,017;1,276;6,964;7,056;0,311;0,177;0,173;27,723;4,109;8,019;11,738;12,231;0,973;0,68;0,651;12,307;28,564;1,655;0,359;0,004;0,158;0,89;2,213;0,189;0,22;0,976;100,348;0,087;6,424;3;0,219;30;0;1,321;2;15,934;64,835;19,231;2,136;114,8;1;12;ARMORICAIN;0;1.152;7,616;333,967;28,451;0;0,07;0,433;0,292;-0,361;0,845;-0,314;0,323;1,578;0,709;-1,798;0,821;-1,001;6,228;ARMORICAIN
2374;LA DRUANCE A PONTECOULANT 3;3241740;436925;6871561;169316;07/07/2016;0,228;NA;0,85;13,17;6,03;191,7;NA;5,59;NA;;0;4;0;2 sites pour le colmatage;2;AQUASCOP;Druance;15;23;43,5;87,64;0,965;28,176;1,116;5,934;6,121;0,4;0,197;0,189;17,834;8,287;13,824;12,505;13,487;1,645;1,105;1,021;7,725;56,017;8,688;0,636;0,006;0,166;0,855;2,097;0,168;0,65;1,667;100,752;0,199;39,016;4;0,229;30;0;0,137;1;32,353;56,471;11,176;1,778;116,45;1;12;ARMORICAIN;0;0;7,616;417,645;33,399;0;0,127;-0,034;0,334;0,16;1,076;0,221;0,587;-0,125;0,81;0,798;1,045;0,706;4,072;ARMORICAIN
2376;LA DRUANCE A PONTECOULANT 4;3241745;436986;6871386;169317;07/07/2016;0,228;NA;0,5;7,63;3,77;99,6;NA;3,48;NA;;0;0;0;2 sites pour le colmatage. Seulement 2 piquets dans le radier aval;2;AQUASCOP;Druance;15;28;47;82,48;0,756;32,133;1,012;3,872;4,096;0,421;0,265;0,248;10,228;9,68;5,913;8,014;8,711;1,243;0,744;0,681;6,489;23,259;2,614;0,458;0,005;0,157;0,589;1,102;0,138;0,448;1,253;100,646;0,167;11,361;4;0,154;30;0;0,036;1;14,865;76,351;8,784;1,893;116,68;1;12;ARMORICAIN;0;0;7,616;260,001;32,443;0;-0,318;-0,209;-0,062;-0,121;0,603;-0,63;-1,47;-0,761;-0,15;-0,602;0,586;-2,009;5,578;ARMORICAIN
2382;LA DRUANCE A PONTECOULANT 5;3241750;437033;6870620;169318;06/07/2016;0,323;NA;0,85;8,6;6,17;117,3;NA;4,29;NA;;4;4;0;2 sites pour le colmatage. 1 bâtonnet dans le radier A qui s'est cassé et 4 dans le radier B dont 1 qui a disparu;2;AQUASCOP;Druance;15;26;68,5;126,32;1,076;31,199;1,121;5,856;5,947;0,317;0,192;0,188;20,344;13,394;6,385;9,226;9,692;0,987;0,7;0,665;9,486;27,984;4,267;0,378;0,004;0,11;0,559;1,439;0,156;0,678;1,011;100,436;0,26;19,885;4;0,148;30;3;0,238;1;14,019;79,439;6,542;1,899;117,98;1;12;ARMORICAIN;0;0;7,616;320,519;34,741;0;-0,182;0,169;-0,104;-0,354;0,818;-0,56;-0,841;0,615;-0,253;-1,762;0,795;-1,788;6,054;ARMORICAIN
2383;ILLE à MONTREUIL-SUR-ILLE;4205500;353285;6813195;128981;25/05/2016;0,152;NA;0,6;5,64;4,2;79;NA;0,87;NA;;0;3;0;REPRISE DE LA PENTE DE 2009;2;OFFICE FRANCAIS DE LA BIODIVERSITE;Ille;6;6;9;15;0,675;7,246;0,667;2,893;3,087;0,312;0,226;0,212;9,341;21,767;4,734;6,285;7,33;1,192;0,755;0,649;5,27;5,535;2,277;0,45;0,004;0,093;0,381;0,961;0,153;0,49;1,204;100,88;0,18;3,154;1;0,072;12;0;0,191;4;48,571;51,429;0;1,716;69,46;0,992;12;ARMORICAIN;0;1.469;3,895;33,243;5,289;0;-0,346;-0,337;-0,733;-0,028;-1,058;-0,493;-1,596;-1,226;-1,777;-0,14;-1,028;-1,574;7,342;ARMORICAIN
2385;SEDON à GUEGON;4197818;286275;6772486;128472;03/06/2016;0,294;NA;0,7;6;4,91;84;NA;22,34;NA;Récupération de seulement 2 batons sur 8 suite à un coup d'eau. Absence de trace sur le B1;4;4;0;;2;OFFICE FRANCAIS DE LA BIODIVERSITE;Sedon;11;6;10;15;0,704;6,708;1,521;4,418;4,787;0,537;0,354;0,322;9,578;2,752;7,454;6,287;7,996;1,654;1,187;0,932;3,861;204,151;2,925;0,792;0,008;0,207;0,598;0,584;0,093;0,398;1,662;100,415;0,117;102,831;3;0,203;22;1;0,238;1;91,463;3,659;4,878;0,983;62,03;1;12;ARMORICAIN;0;1.223;4,114;901,605;143,402;0;-0,299;-0,631;0,328;0,329;2,128;0,039;-1,378;-2,295;0,796;1,639;2,067;0,124;8,299;ARMORICAIN
2389;JOUANNE à FORCE;4127000;426272;6778398;121929;28/06/2016;NA;NA;2,2;20,5;16,5;287;NA;1,71;NA;Batons 3 et 4 du radier B perdus;0;0;0;;2;OFFICE FRANCAIS DE LA BIODIVERSITE;Jouanne;15;15;31;58;0,891;18,603;9,528;17,527;17,881;0,745;0,533;0,521;25,262;19,066;47,961;22,486;24,514;2,645;2,149;1,966;8,555;32,974;59,335;1,051;0,011;0,25;0,465;3,688;0,164;1,267;2,728;101,738;0,279;45,228;5;0,245;30;0;0,036;1;31,304;53,913;14,783;2,134;389,68;1;12;ARMORICAIN;0;1.031;25,098;421,021;18,724;0;0,212;-0,119;0,179;0,321;0,531;0,63;0,978;-0,434;0,435;1,6;0,516;2,012;5,973;ARMORICAIN
2418;RAU DE LAN SCALON à PLOUGONVER;4172860;225871;6839335;124890;13/09/2016;NA;NA;0,7;7;4,9;98;NA;8,11;NA;;5;5;0;"Le débit n'a pu être pris lors de l'opération. 
interrogation sur la présence d'une station hydro à proximité. ";2;OFFICE FRANCAIS DE LA BIODIVERSITE;Rau de lan scalon;2;11;18;25;0,662;12,467;0,548;4,693;4,755;0,175;0,113;0,111;31,598;9,136;5,245;6,96;7,593;0,925;0,748;0,686;7,463;54,549;3,355;0,343;0,003;0,075;0,724;1,783;0,256;0,672;0,949;100,746;0,249;39,653;NA;NA;4;0;1,083;2;40;53,333;6,667;1,49;24,62;1;12;ARMORICAIN;0;1.038;3,189;253,714;36,451;1;0,187;0,171;NA;-0,012;0,625;0,326;0,865;0,624;NA;-0,06;0,608;1,04;NA;ARMORICAIN
2438;LA VIRE A MALLOUE 1;3250475;407807;6878998;79909;07/10/2016;0,654;NA;2;20,6;13,6;289;NA;3,5;NA;;1;5;1;;2;OFFICE FRANCAIS DE LA BIODIVERSITE;Vire;15;50;80;142,32;0,74;63,42;4,046;12,035;12,162;0,561;0,332;0,327;24,435;5,755;18,693;18,459;18,998;1,493;1,014;0,985;12,471;33,817;6,3;0,661;0,007;0,229;0,685;3,338;0,181;0,35;1,5;100,434;0,112;12,099;3;0,211;30;0;0,606;2;12,745;60,784;26,471;1,82;488,55;1;12;ARMORICAIN;0;0;51,607;1771,926;95,992;0;-0,08;0,223;-0,012;-0,309;1,367;-0,468;-0,367;0,811;-0,029;-1,539;1,328;-1,494;5,568;ARMORICAIN
2439;LA DRÔME A LA VACQUERIE 1;3247210;416733;6894957;79874;11/10/2016;0,04;NA;0,9;7,77;6,25;109;NA;1,6;NA;;2;1;1;;2;OFFICE FRANCAIS DE LA BIODIVERSITE;Drôme;15;18;31;47,48;0,704;21,316;1,712;5,167;5,422;0,493;0,293;0,277;17,65;1,374;10,381;8,606;10,009;1,757;1,203;1,029;5,026;16,146;0,581;0,745;0,007;0,3;0,939;1,143;0,133;0,059;1,757;101,176;0,018;1,076;4;0,386;30;0;0,296;2;47,872;52,128;0;1,823;82,45;1;12;ARMORICAIN;0;0;5,56;87,27;10,14;0;-0,103;-0,411;0,919;0,315;-0,358;0,173;-0,475;-1,495;2,231;1,571;-0,348;0,553;6,673;ARMORICAIN
2457;OISILLY à CHAMPGENETEUX;4124875;449328;6803679;121834;24/06/2016;0,08;NA;0,35;3;2,4;42;NA;7,03;NA;;1;1;0;;2;OFFICE FRANCAIS DE LA BIODIVERSITE;Oisilly;15;5,84;23;59,64;1,68;7,361;0,299;2,205;2,318;0,224;0,137;0,129;10,438;12,47;0,849;2,846;3,094;0,436;0,301;0,276;6,643;19,051;0,377;0,181;0,002;0,076;0,561;0,432;0,152;0,451;0,447;100,068;0,264;9,339;3;0,065;30;0;0,087;1;70,526;23,158;6,316;1,449;8,99;1;12;ARMORICAIN;0;1.01;0,913;62,964;22,121;1;-0,288;0,211;-0,455;-0,502;-0,051;-0,799;-1,329;0,767;-1,103;-2,498;-0,049;-2,548;8,295;ARMORICAIN
2460;ARON à MOULAY;4124985;445127;6806846;121844;24/06/2016;0,651;1,58;0,75;6,4;5,3;90;NA;2,39;NA;2 batons perdus;3;3;0;;2;OFFICE FRANCAIS DE LA BIODIVERSITE;Aron;15;NA;NA;NA;NA;NA;2,542;5,329;5,749;0,655;0,473;0,438;8,442;9,086;5,562;6,169;7,06;1,179;0,9;0,786;5,295;18,424;2,104;0,461;0,005;0,193;0,402;0,226;0,037;0,385;1,186;100,424;0,131;8,005;3;0,111;30;0;0,188;1;70,37;27,778;1,852;1,754;80,5;1;12;ARMORICAIN;0;0;5,237;122,786;19,902;1;-0,426;-0,355;-0,319;-0,077;0,031;-0,434;-1,965;-1,292;-0,773;-0,385;0,03;-1,385;5,831;ARMORICAIN
2461;ERNEE à LARCHAMP;4125500;407540;6810430;121876;02/06/2016;NA;1,24;0,7;5,3;5;77;NA;2,16;NA;Baton 4 radier B perdu;1;5;0;;2;OFFICE FRANCAIS DE LA BIODIVERSITE;Ernee;15;15,68;85;165,32;1,63;20,455;2,002;4,656;5,106;0,621;0,424;0,382;44,53;25,289;4,369;5,326;6,13;1,087;0,82;0,705;5,189;14,945;4,069;0,476;0,005;0,228;0,518;0,965;0,181;1;1,143;100,441;0,365;16,771;4;0,16;30;3;0,433;2;75,532;14,894;9,574;1,315;47,37;1;12;ARMORICAIN;0;1.053;2,523;53,461;10,038;1;-0,352;-0,293;0,141;-0,02;-0,351;-0,309;-1,626;-1,067;0,341;-0,102;-0,341;-0,986;4,464;ARMORICAIN
2463;VILAINE à BOURGON;4200595;399038;6795288;128810;27/05/2016;NA;0,198;0,6;6,4;4,1;84;NA;6,07;NA;;4;4;0;pente pas mesuree en 2016- la pente mentionnée est celle de 2009;2;OFFICE FRANCAIS DE LA BIODIVERSITE;Vilaine;15;20;45;87;1,008;23,957;0,861;4,13;4,29;0,357;0,211;0,199;15,627;8,644;4,16;6,597;7,137;0,956;0,634;0,581;7,181;34,599;1,951;0,392;0,004;0,181;0,894;1,38;0,209;0,488;0,969;100,339;0,198;18,198;4;0,28;30;1;0,736;2;24,219;64,844;10,938;1,984;57,63;1;12;ARMORICAIN;0;1.469;5,655;336,737;51,046;1;-0,22;0,001;0,666;-0,2;0,786;-0,494;-1,015;0,005;1,616;-0,996;0,764;-1,575;5,97;ARMORICAIN
2468;LOISANCE À SAINT-OUEN-LA-ROUERIE;4162958;371953;6823463;123774;25/05/2016;NA;0,521;0,6;6;4,2;84;NA;6,75;NA;;1;2;0;"Amont station sur radier 7 m en aval du seuil de jaugeage. Niveau echelle limni 0.57

Pente non mesuree - Indication de 2009";2;OFFICE FRANCAIS DE LA BIODIVERSITE;Loisance;15;25;44,5;75,16;0,812;30,169;1,26;4,675;4,88;0,426;0,276;0,263;12,297;12,253;4,159;5,786;6,419;0,975;0,724;0,65;6,092;43,07;3,143;0,385;0,004;0,127;0,465;0,855;0,148;0,764;1,005;100,295;0,288;36,613;3;0,142;30;1;0,296;2;15,079;53,175;31,746;1,689;82,49;1;12;ARMORICAIN;0;1.357;3,185;210,903;36,45;0;-0,5;-0,219;-0,077;-0,274;1,082;-0,742;-2,308;-0,796;-0,186;-1,364;1,051;-2,367;8,072;ARMORICAIN
2496;AFF à PAIMPONT;4199370;315433;6777126;128619;15/06/2016;NA;0,151;0,6;6,2;4,1;86,8;NA;6,75;NA;;5;5;0;;2;OFFICE FRANCAIS DE LA BIODIVERSITE;Aff;15;11,68;37;78,32;1,357;17,028;0,9;3,641;3,849;0,343;0,24;0,225;12,108;5,53;4,105;5,673;6,391;1,026;0,728;0,643;5,615;42,59;1,39;0,413;0,004;0,143;0,588;1,031;0,182;0,357;1,033;100,397;0,138;16,638;5;0,084;30;0;1,516;2;27,027;60,811;12,162;2,188;27,37;1;12;ARMORICAIN;0;1.155;3,032;200,771;35,392;1;-0,061;-0,129;-0,397;0,064;0,498;0,008;-0,282;-0,471;-0,962;0,319;0,484;0,025;2,543;ARMORICAIN
2526;LE VIEUX RUISSEAU A CURCY-SUR-ORNE 1;3236730;443032;6882931;110724;28/05/2015;0,042;NA;0,5;4,65;3,51;70;NA;10;NA;;5;5;1;"Pas  de batonnet retrouvé

Pour tous les transects sauf precision Ic egal1";2;OFFICE FRANCAIS DE LA BIODIVERSITE;Vieux;10;28;49;86;0,827;32,647;0,611;3,56;3,748;0,274;0,169;0,155;20,916;2,385;2,255;4,903;5,4;0,653;0,467;0,419;8,116;41,1;0,301;0,308;0,003;0,182;1,089;0,693;0,141;0,141;0,654;100,171;0,069;6,119;3;0,241;20;0;NA;NA;17,978;80,899;1,124;1,841;19,009;1;12;ARMORICAIN;0;1.158;0,999;98,002;19,987;0;-0,055;0,295;0,722;-0,293;0,698;-0,339;-0,256;1,075;1,752;-1,46;0,678;-1,083;6,303;ARMORICAIN
2530;LA LAIZE A LAIZE-LA-VILLE 2;3245100;453546;6891060;111298;07/07/2015;0,461;NA;1;9,85;6,675;138;NA;4,38;NA;;5;5;1;Pas de bâtonnet retrouvé;2;OFFICE FRANCAIS DE LA BIODIVERSITE;Laize;15;39,84;58,5;103;0,723;46,686;1,655;5,716;5,908;0,421;0,285;0,275;13,946;9,958;5,754;7,458;8,063;1,046;0,774;0,715;7,172;30,708;3,031;0,445;0,004;0,142;0,497;0,838;0,112;0,538;1,061;100,338;0,198;17,671;3;0,1;30;8;NA;NA;24;56;20;2,041;156,13;0,339;12;ARMORICAIN;0;1.033;4,675;200,874;26,935;0;-0,512;-0,154;-0,545;-0,369;0,987;-0,858;-2,361;-0,561;-1,322;-1,837;0,959;-2,738;9,777;ARMORICAIN
2531;L'AY A LESSAY 1;3264000;373996;6905728;112740;09/07/2015;0,125;NA;0,5;4,9;3,43;85;NA;4,5;NA;;4;3;1;Absence de résultats de colmatage;2;OFFICE FRANCAIS DE LA BIODIVERSITE;Ay;17;15;25;43;0,758;19,198;0,711;3,627;3,792;0,314;0,201;0,188;14,44;7,973;4,775;5,604;6,654;1,172;0,86;0,714;4,886;31,52;2,04;0,476;0,005;0,143;0,712;1,554;0,277;0,45;1,183;100,693;0,155;17,135;4;0,193;34;0;0,213;1;54,745;43,066;2,19;1,969;37,04;1;12;ARMORICAIN;0;1.098;8,399;370,774;66,157;0;-0,199;-0,315;0,373;0,119;0,253;-0,05;-0,919;-1,148;0,906;0,592;0,245;-0,161;3,971;ARMORICAIN
2536;AVEN à PONT-AVEN;4184950;197136;6772951;72533;22/07/2008;NA;NA;2,6;19,3;17;270;NA;4,53;NA;;0;0;1;;2;OFFICE FRANCAIS DE LA BIODIVERSITE;Aven;3;7,84;150;460;2,889;17,405;9,299;16,099;16,532;0,87;0,579;0,564;19,028;16,077;16,594;18,161;18,836;1,295;0,915;0,884;14,237;39,284;16,538;0,488;0,005;0,315;0,593;1,793;0,099;0,999;1,346;100,345;0,333;40,667;NA;NA;6;0;0,361;2;46,667;13,333;40;1,622;181,95;1;12;ARMORICAIN;0;1.031;20,11;893,674;49,208;0;0,315;0,508;NA;-0,195;1,102;0,095;1,453;1,849;NA;-0,971;1,07;0,304;NA;ARMORICAIN
2592;OUST à SAINT-MARTIN-DES-PRES;4195400;258223;6818971;128066;23/05/2017;0,091;0,108;0,6;4,8;4;67;NA;4;NA;;0;5;0;"Pente mesurée sur 4 points visés depuis la berge
Batonnets colmatage relevés le 23/06
Présence de Balsamine tout le long de la station";3;OFFICE FRANCAIS DE LA BIODIVERSITE;Oust;15;7,84;11;15,32;0,526;8,489;0,851;3,282;3,556;0,343;0,263;0,24;11,446;4,38;4,102;4,514;5,664;1,184;0,909;0,721;3,846;28,309;0,914;0,502;0,005;0,116;0,442;0,558;0,124;0,227;1,187;100,711;0,076;8,064;3;0,091;30;1;NA;2;51,724;47,126;1,149;2,054;28,43;1;12;ARMORICAIN;0;1.279;0,637;24,996;5,538;0;-0,306;-0,514;-0,33;0,198;-0,005;-0,019;-1,41;-1,87;-0,801;0,985;-0,005;-0,062;5,133;ARMORICAIN
2593;RAU DE LAN SCALON à PLOUGONVER;4172860;225871;6839335;124890;23/05/2017;0,134;NA;0,7;5,9;4,91;82;NA;6,6;NA;;5;5;0;"Pente réalisée à partir de 3 points
Batonnets colmatage relevés le 23/06/2017";3;OFFICE FRANCAIS DE LA BIODIVERSITE;Rau de lan scalon;15;29;49,5;74;0,656;33,671;0,806;4,973;5,105;0,257;0,163;0,158;21,971;7,01;4,587;7,455;8,018;0,859;0,621;0,576;8,747;37,312;1,809;0,367;0,004;0,105;0,633;1,404;0,188;0,403;0,867;100,337;0,163;16,208;3;0,118;30;0;1,516;2;19,492;64,407;16,102;2,099;24,62;1;12;ARMORICAIN;0;1.038;3,189;206,475;27,696;0;0,256;0,33;-0,044;-0,086;0,419;0,192;1,182;1,201;-0,108;-0,431;0,408;0,612;3,941;ARMORICAIN
2594;BLAVET à KERIEN;4190650;237735;6828361;127529;30/05/2017;0,11;0,112;0,55;5;3,88;70;NA;1,7;NA;;3;4;0;"Pente mesurée sur 3 points
Batonnets colmatage relevés le 3/07/2017";3;OFFICE FRANCAIS DE LA BIODIVERSITE;Blavet;15;21,68;30;55,32;0,686;26,719;0,638;3,615;3,766;0,301;0,177;0,169;13,156;13,697;3,36;5,267;5,929;0,902;0,638;0,566;5,891;9,444;1,299;0,339;0,003;0,109;0,616;0,637;0,121;0,393;0,91;100,549;0,158;4,167;4;0,121;30;0;NA;1;64,22;34,862;0,917;1,371;19,17;1;12;ARMORICAIN;0;1.317;1,778;29,652;5,629;1;0,013;-0,026;0,026;0,028;-1,069;0,054;0,059;-0,096;0,064;0,138;-1,039;0,171;1,566;ARMORICAIN
2595;FLORA à SAINT-ALBAN;4167750;292161;6842216;124258;24/05/2017;0,026;NA;0,3;5;2,33;70;NA;3,1;NA;;5;5;0;Pas de radier trouvé pour poser les bâtonnets de colmatage.;3;OFFICE FRANCAIS DE LA BIODIVERSITE;Flora;15;34;59;80;0,679;38,344;0,429;2,168;2,382;0,297;0,194;0,174;8,722;3,492;3,602;4,532;5,685;1,318;0,804;0,635;3,462;19,315;0,517;0,545;0,005;0,12;0,605;0,866;0,191;0,148;1,319;100,914;0,053;3,584;4;0,101;30;0;1,083;2;62,857;15,238;21,905;1,696;16,03;1;12;ARMORICAIN;0;1.207;1,336;40,629;8,964;0;-0,063;-0,53;-0,116;0,453;-0,563;0,247;-0,292;-1,93;-0,28;2,259;-0,547;0,787;6,095;ARMORICAIN
2598;QUEFFLEUTH À SAINT-MARTIN-DES-CHAMPS;4174250;196106;6850003;125182;30/05/2017;0,47;0,674;0,9;8,98;6,12;126;NA;6,1;NA;;4;5;0;"Bâtonnets collatage relevés le 29/06 - ceux du radier A ont disparu
Pente calculée sur 4 visées";3;OFFICE FRANCAIS DE LA BIODIVERSITE;Queffleuth;15;2;27;117,08;2,64;2,963;1,269;5,122;5,322;0,419;0,252;0,241;13,776;12,237;12,008;9,146;10,41;1,828;1,311;1,152;5,035;68,937;12,612;0,72;0,007;0,158;0,637;1,083;0,118;1,069;1,887;101,084;0,299;83,519;4;0,134;30;5;NA;2;7,937;26,19;65,873;1,471;94,89;1;12;ARMORICAIN;0;1.024;6,896;412,664;45,121;1;-0,1;-0,431;-0,161;0,319;1,055;0,222;-0,464;-1,568;-0,391;1,588;1,025;0,708;5,743;ARMORICAIN
2601;RAU DE KERAMBELLEC à BRASPARTS;4179565;185166;6821641;126270;31/05/2017;0,027;NA;0,35;3,63;2,41;51;NA;5,3;NA;;0;5;0;"Pente effectuée à partir de 4 visées
Bâtonnets colmatage relevés le 20/07/2017";3;OFFICE FRANCAIS DE LA BIODIVERSITE;Rau de kerambellec;15;7;19,5;41,16;1,411;9,205;0,314;2,701;2,807;0,185;0,12;0,115;17,297;5,004;2,165;4,284;4,85;0,721;0,514;0,451;6,023;23,457;0,464;0,286;0,003;0,076;0,656;0,768;0,179;0,218;0,723;100,403;0,098;5,794;3;0,093;30;0;NA;2;8,824;55,147;36,029;1,587;7,61;1;12;ARMORICAIN;0;1.09;1,027;53,397;12,464;1;0,19;0,139;-0,063;0,043;-0,421;0,252;0,878;0,504;-0,153;0,215;-0,409;0,805;2,964;ARMORICAIN
2602;AULNE à LOCMARIA-BERRIEN;4178455;205510;6824954;126039;01/06/2017;1,035;NA;3;22,3;19,96;312;NA;0,8;NA;;4;0;0;"Pente effectuée à partir de 4 visées
Bâtonnets colmatage relevés le 20/07/2017";3;OFFICE FRANCAIS DE LA BIODIVERSITE;Aulne;15;5;27,5;86;1,835;7,58;4,719;13,629;13,78;0,519;0,349;0,344;31,529;15,783;18,914;18,447;18,934;1,407;1,027;1;13,381;7,844;8,44;0,615;0,006;0,162;0,446;2,737;0,148;0,459;1,418;100,775;0,146;3,665;3;0,24;30;0;NA;1;5,556;80,556;13,889;1,799;315,49;1;12;ARMORICAIN;0;1.057;33,062;259,471;14,065;1;0,102;0,361;0,198;-0,255;-0,341;-0,154;0,469;1,313;0,48;-1,269;-0,331;-0,492;4,355;ARMORICAIN
2603;KERGOMARD OU GRUGUIL à SAINT-QUAY-PERROS;4173405;227566;6873403;125065;30/05/2017;0,067;NA;0,4;4,23;2,61;60;NA;8,9;NA;;5;5;0;"Pente calculée à partir de 4 visées
Bâtonnets colmatage relevés le 3/07/2017";3;OFFICE FRANCAIS DE LA BIODIVERSITE;Kergomard ou gruguil;15;20,84;30;42,32;0,531;23,004;0,409;2,628;2,818;0,272;0,159;0,144;13,139;6,328;1,754;3,544;4,071;0,699;0,498;0,43;5,364;37,568;0,597;0,301;0,003;0,116;0,744;0,514;0,145;0,35;0,705;100,167;0,161;15,022;5;0,167;30;0;1,516;2;41,441;36,937;21,622;1,986;12,78;1;12;ARMORICAIN;0;1.054;0;0;0;1;-0,215;-0,058;0,426;-0,123;0,371;-0,316;-0,992;-0,209;1,034;-0,61;0,361;-1,009;4,216;ARMORICAIN
